"ArtNumber";"Title";"Description_Short";"DisplayPrice";"Img_url";"Deeplink1";"ProductCategoryID";"ProductCategoryName";"CF_MPN";"CF_Verfügbarkeit";"CF_Versandkosteninfo";"CF_Store-ID";"CF_Provisionsgruppe"
"133380";"Apple Pencil Case, für Apple Pencil, fuchsienpink";"Dieses elegant gefertigte Case für den Apple Pencil aus robustem Leder ist in Farben erhältlich, die zu Ihrem anderen Apple Zubehör passen. Es schützt Ihren Apple Pencil, wenn Sie ihn nicht benutzen. Und sieht mit seinem klaren, präzisen Design so gut aus wie der Apple Pencil selbst.";"34.99 EUR";"https://www.gravis.de/p/1/apple-pencil-case-fuer-apple-pencil-fuchsienpink_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/Halterung-fuer-Zubehoer/Apple-Pencil-Case-fuer-Apple-Pencil-fuchsienpink-133380.html?campaign=standard";21853939;"Zubehör > Halterung für Zubehör";"MR582ZM/A";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200126 200128 200132 200134 200137 200148 200152 200156 200157 200168 400000";"Standard"
"136339";"Tonies Hörfigur, Kreativ-Tonie, Ritter, für Toniebox";"Tonies revolutioniert das Hörspiel und bringt mit jeder neuen Hörfigur eine neue tolle Geschichte, Lieder zum Mitsingen, klassische Märchen oder spannende Wissensthemen ins Kinderzimmer. Einfach die Kreativ-Tonie Figur Ritter auf die vorhandene Toniebox stellen und loshören. Kreativ-Tonie Hörfigur Ritter Erfordert eine Toniebox Figur für Kinder ab 3 Jahren Hörspiele zum AnfassenTonies ist ein Audiosystem für Kinder, das Geschichten und Lieder anfassbar macht. Das Herzstück des Systems ist die";"11.99 EUR";"https://www.gravis.de/p/1/tonies-hoerfigur-kreativ-tonie-ritter-fuer-toniebox_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Audio-und-Video/Tonies-Sortiment/Kreativ-Tonies/Tonies-Hoerfigur-Kreativ-Tonie-Ritter-fuer-Toniebox-136339.html?campaign=standard";39143448;"Audio & Video > Tonies Sortiment > Kreativ-Tonies";"02-0004";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000 400050";"Zubehör"
"134501";"Apple MacBook Pro 15´´ (2018), i7 2,2 GHz, 16 GB RAM, 256 GB SSD, silber";"Das MacBook Pro kommt mit 6-Core Intel Core Prozessoren für bis zu 70 schnellere Rechenleistung. Einem brillanten Retina Display mit noch mehr Farben und True Tone Technologie für lebensechtere Bildqualität. Und der vielseitigen Touch Bar, um noch produktiver zu sein. Es ist das leistungsstärkste Notebook von Apple. Weiter entwickelt. 6-Core Intel Core i7 Prozessor Brillantes Retina Display mit True Tone Technologie Touch Bar und Touch ID Radeon Pro 555X Grafik mit 4 GB Videospeicher Intel UHD";"2329.00 EUR";"https://www.gravis.de/p/1/apple-macbook-pro-1526quot-2018-i7-2-2-ghz-16-gb-ram-256-gb-ssd-silber_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Notebooks-und-Desktops/Apple-MacBook-Pro/Apple-MacBook-Pro-15-Zoll-2018-i7-2-2-GHz-16-GB-RAM-256-GB-SSD-silber-134501.html?campaign=standard";14618441;"Notebooks & Desktops > Apple MacBook Pro";"MR962D/A";"";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200137 200141 200143 200168 206141";"Mobile Geräte"
"134440";"Satechi USB-C Pro Hub, 2x USB 3.0, HDMI, micro SD, Ethernet, space grau";"Der kompakte Satechi USB-C Pro Hub mit Ethernet ist ein kleines Multitalent. Jetzt ist Schluss mit unzähligen Adaptern: Mit diesem Hub haben Sie jederzeit alles an Ihrem MacBook Pro, was Sie benötigen. USB-C Pro Hub mit 2 USB-3.0- und 2 USB-C-Anschlüssen Unterstützt HDMI 4k und micro SD Mit USB-C-Netzanschluss bis 87 W Sofort einsatzbereit dank Plug & Play Edles Aluminiumgehäuse Datenübertragung leicht gemacht Der Satechi USB-C Pro Hub verfügt über zwei USB-3.0-Buchsen für eine blitzschnelle";"99.99 EUR";"https://www.gravis.de/p/1/satechi-usb-c-pro-hub-2x-usb-30-hdmi-micro-sd-ethernet-space-grau_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/Adapter-und-Kabel/USB-und-USB-C/Satechi-USB-C-Pro-Hub-2x-USB-3-0-HDMI-micro-SD-Ethernet-space-grau-134440.html?campaign=standard";18715031;"Zubehör > Adapter & Kabel > USB & USB-C";"ST-TCPHEM";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200114 200115 200117 200121 200122 200123 200124 200125 200126 200128 200131 200132 200133 200134 200135 200136 200137 200141 200142 200143 200144 200145 200152 200153 200156 200157 200158 200159 200162 200163 200164 200168 208116 400000 400050";"Zubehör"
"134439";"Satechi USB-C Pro Hub, 2x USB 3.0, HDMI, micro SD, Ethernet, silber";"Der kompakte Satechi USB-C Pro Hub mit Ethernet ist ein kleines Multitalent. Jetzt ist Schluss mit unzähligen Adaptern: Mit diesem Hub haben Sie jederzeit alles an Ihrem MacBook Pro, was Sie benötigen. USB-C Pro Hub mit 2 USB-3.0- und 2 USB-C-Anschlüssen Unterstützt HDMI 4k und micro SD Mit USB-C-Netzanschluss bis 87 W Sofort einsatzbereit dank Plug & Play Edles Aluminiumgehäuse Datenübertragung leicht gemacht Der Satechi USB-C Pro Hub verfügt über zwei USB-3.0-Buchsen für eine blitzschnelle";"99.99 EUR";"https://www.gravis.de/p/1/satechi-usb-c-pro-hub-2x-usb-30-hdmi-micro-sd-ethernet-silber_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/Adapter-und-Kabel/USB-und-USB-C/Satechi-USB-C-Pro-Hub-2x-USB-3-0-HDMI-micro-SD-Ethernet-silber-134439.html?campaign=standard";18715031;"Zubehör > Adapter & Kabel > USB & USB-C";"ST-TCPHES";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200114 200117 200121 200122 200123 200124 200128 200132 200133 200135 200136 200141 200142 200143 200144 200145 200152 200153 200156 200157 200159 200162 200163 208116 400000 400050";"Zubehör"
"134422";"Xtorm AC Adapter CX023, Steckernetzteil mit USB-C, weiß";"Der Xtorm Adapter CX023 weiß, wie viel Strom das Gerät benötigt, das Sie aufladen möchten und garantiert so einen sicheren und effizienten Ladevorgang. 29-Watt-Netzteil mit USB-C-Anschluss Power-Delivery-Technologie Für MacBooks, Tablets, Smartphones Ratzfatz mehr PowerMittels der Power Delivery Technologie, die im Xtorm CX023 steckt, wird genau abgelesen, wie viel Stromzufuhr das angeschlossene Gerät benötigt. Die hohe Leistung des Netzteils von 29 Watt ist dabei stark genug, um neben Tablets";"24.99 EUR";"https://www.gravis.de/p/1/xtorm-ac-adapter-cx023-steckernetzteil-mit-usb-c-weiss_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/Stromversorgung/Adapter-und-Kabel/Xtorm-AC-Adapter-CX023-Steckernetzteil-mit-USB-C-weiss-134422.html?campaign=standard";16990973;"Zubehör > Stromversorgung > Adapter & Kabel";"CX023";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200112 200113 200123 200124 200125 200126 200128 200135 200136 200137 200141 200152 200156 200157 200158 200168 206141 400000";"Mobile Geräte"
"136338";"Tonies Hörfigur, WAS IST WAS, Raumfahrt/Der Mond, für Toniebox";"Tonies revolutioniert das Hörspiel und bringt mit jeder neuen Hörfigur eine neue tolle Geschichte, Lieder zum Mitsingen, klassische Märchen oder spannende Wissensthemen ins Kinderzimmer. Einfach die Tonie Figur auf die vorhandene Toniebox stellen und loshören. Wissen-Tonie Erfordert eine Toniebox Figur für Kinder ab 6 Jahren Hörspiele zum AnfassenTonies ist ein Audiosystem für Kinder, das Geschichten und Lieder anfassbar macht. Das Herzstück des Systems ist die gepolsterte Toniebox: ein";"14.99 EUR";"https://www.gravis.de/p/1/tonies-hoerfigur-was-ist-was-raumfahrt-der-mond-fuer-toniebox_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Audio-und-Video/Tonies-Sortiment/Wissen/Tonies-Hoerfigur-WAS-IST-WAS-Raumfahrt-Der-Mond-fuer-Toniebox-136338.html?campaign=standard";42592441;"Audio & Video > Tonies Sortiment > Wissen";"01-0140";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000";"Zubehör"
"132551";"TrackR pixel, Ortungstracker 3er Pack, Bluetooth & Crowd Locate, rot/weiß/blau";"Finden Sie mit Hilfe des TrackR pixel und Ihrem Smartphone Ihre verlegten Sachen ganz einfach wieder. Denn hierbei handelt es sich um einen kleinen und leichten Bluetooth-Tracker, der mit Ton und Licht auf sich aufmerksam macht und Ihnen selbst das Finden im Dunkeln erleichtert. Sie kÂnnen Ihr Smartphone einmal nicht finden? Dann drÂcken Sie auf den Knopf des TrackR pixel und Ihr Smartphone gibt einen lauten Klingelton von sich ââ auch wenn es auf lautlos gestellt ist. Ton- und Lichtwiedergabe";"49.99 EUR";"https://www.gravis.de/p/1/trackr-pixel-3er-pack-bluetooth-26amp-crowd-gps-rot-weiss-blau_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/fuer-Apple-iPhone/App-based-Zubehoer/TrackR-pixel-Ortungstracker-3er-Pack-Bluetooth-und-Crowd-Locate-rot-weiss-blau-132551.html?campaign=standard";16895985;"Zubehör > für Apple iPhone > App-based-Zubehör";"TP1PKRDWHBURETEU";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000 400050";"Zubehör"
"130530";"Artwizz Neoprene Sleeve, Schutzhülle für MacBook Pro 15´´ (2016), schwarz";"Das Artwizz Neoprene Sleeve bietet alles, was ein gutes Laptopsleeve braucht: Schutz vor Kratzern und Stößen, ein schlankes Design und die Garantie, dass Sie mit diesem Sleeve einen visuellen Hingucker ergattern. Schutzhülle passend fürs MacBook Pro 15 2016 Kratzfestes, schützendes Neopren auf der Außenseite Weicher Webpelz im Inneren des Sleeves 36,80 cm x 32,20 cm x 2,00 cm Schlankes und Modernes Design Stilvoller Schutz Nahezu kein anderes Sleeve kombiniert ein gutes Design und Funktionalität";"39.99 EUR";"https://www.gravis.de/p/1/artwizz-neoprene-sleeve-schutzhuelle-fuer-macbook-pro-1526quot-2016-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Notebooks-15-Zoll/Schutzhuellen-und-Sleeves/Artwizz-Neoprene-Sleeve-Schutzhuelle-fuer-MacBook-Pro-15-Zoll-2016-schwarz-130530.html?campaign=standard";14619885;"Taschen & Hüllen > für Notebooks 15\´´ > Schutzhüllen & Sleeves";"1682-1918";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200114 200117 200118 200121 200122 200123 200124 200125 200126 200128 200131 200132 200133 200134 200135 200136 200137 200141 200142 200143 200144 200145 200148 200152 200153 200156 200157 200158 200159 200162 200163 200164 200168 206141 208116 400000";"Zubehör"
"130529";"Artwizz Neoprene Sleeve, Schutzhülle für MacBook Pro 15´´ (2016), titan";"Das Artwizz Neoprene Sleeve bietet alles, was ein gutes Laptopsleeve braucht: Schutz vor Kratzern und Stößen, ein schlankes Design und die Garantie, dass Sie mit diesem Sleeve einen visuellen Hingucker ergattern. Schutzhülle passend fürs MacBook Pro 15 2016 Kratzfestes, schützendes Neopren auf der Außenseite Weicher Webpelz im Inneren des Sleeves 36,80 cm x 32,20 cm x 2,00 cm Schlankes und modernes Design Optischer Hingucker Stilvoller Schutz Nahezu kein anderes Sleeve kombiniert Design und";"39.99 EUR";"https://www.gravis.de/p/1/artwizz-neoprene-sleeve-schutzhuelle-fuer-macbook-pro-1526quot-2016-titan_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Notebooks-15-Zoll/Schutzhuellen-und-Sleeves/Artwizz-Neoprene-Sleeve-Schutzhuelle-fuer-MacBook-Pro-15-Zoll-2016-titan-130529.html?campaign=standard";14619885;"Taschen & Hüllen > für Notebooks 15\´´ > Schutzhüllen & Sleeves";"1699-1919";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200114 200117 200118 200122 200123 200124 200125 200126 200128 200131 200132 200133 200134 200135 200136 200137 200141 200142 200143 200144 200145 200148 200152 200153 200156 200157 200158 200159 200162 200163 200164 200168 206141 208116 400000";"Zubehör"
"136337";"Tonies Hörfigur, WAS IST WAS, Dinosaurier/Ausgestorbene Tiere, für Toniebox";"Tonies revolutioniert das Hörspiel und bringt mit jeder neuen Hörfigur eine neue tolle Geschichte, Lieder zum Mitsingen, klassische Märchen oder spannende Wissensthemen ins Kinderzimmer. Einfach die Tonie Figur auf die vorhandene Toniebox stellen und loshören. Wissen-Tonie Erfordert eine Toniebox Figur für Kinder ab 6 Jahren Hörspiele zum AnfassenTonies ist ein Audiosystem für Kinder, das Geschichten und Lieder anfassbar macht. Das Herzstück des Systems ist die gepolsterte Toniebox: ein";"14.99 EUR";"https://www.gravis.de/p/1/tonies-hoerfigur-was-ist-was-dinosaurier-ausgestorbene-tiere-fuer-toniebox_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Audio-und-Video/Tonies-Sortiment/Wissen/Tonies-Hoerfigur-WAS-IST-WAS-Dinosaurier-Ausgestorbene-Tiere-fuer-Toniebox-136337.html?campaign=standard";42592441;"Audio & Video > Tonies Sortiment > Wissen";"01-0038";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000 400050";"Zubehör"
"132197";"Artwizz NoCase, Schutzhülle für iPhone 7 Plus/8 Plus, schwarz";"Das Artwizz NoCase ist sowohl ultradünn als auch sehr widerstandsfähig. Elastische Schutzhülle für das iPhone 7 Plus/8 Plus Bietet widerstandsfähigen Schutz vor Kratzern und Gebrauchsspuren Sehr flaches, transparentes Design Dünnes Design, starker Schutz Das elastische iPhone 7 Plus/8 Plus Schutzcase besteht aus dem besten TPU Material, das zurzeit verfügbar ist. Nur so wird eine optimale Verbindung von flachem Design und starkem Schutz ermöglicht. Dabei sorgt die besonders griffige Oberfläche";"19.99 EUR";"https://www.gravis.de/p/1/artwizz-nocase-schutzhuelle-fuer-iphone-7-plus-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-7-Plus/Artwizz-NoCase-Schutzhuelle-fuer-iPhone-7-Plus-8-Plus-schwarz-132197.html?campaign=standard";17391311;"Taschen & Hüllen > für Apple iPhone > für iPhone 7 Plus";"3280-2020";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200122 200123 200124 200131 200132 200133 200137 200144 200152 200153 200156 200159 200162 400000";"Zubehör"
"132161";"Pack & Smooch Hampshire, Sleeve für iPad Pro 10,5´´, anthrazit-braun";"Die Tablethülle Hampshire von Pack & Smooch bietet einen umfassenden Schutz für Ihr iPad Pro 10,5/iPad Air 2019. In einem eleganten Äußeren aus hochwertigen Materialien verpackt, wird das Tablet im Inneren vor Stößen und Kratern geschützt. Für das iPad Pro 10,5/iPad Air 2019 Schutz vor Schmutz, Kratzern und Stößen Extra Fronttasche für kleines Zubehör Magnetischer Verschluss Schützt mehr als nur Ihr iPad Trotz des kompakten Designs bietet diese Schutzhülle Platz für Ihr iPad Pro mit Smart";"69.99 EUR";"https://www.gravis.de/p/1/pack-26amp-smooch-hampshire-sleeve-fuer-ipad-pro-9-726quot-leder-filz-anthrazit-braun_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPad/fuer-iPad-Pro-10-5-Zoll/Pack-und-Smooch-Hampshire-Sleeve-fuer-iPad-Pro-10-5-Zoll-anthrazit-braun-132161.html?campaign=standard";21853940;"Taschen & Hüllen > für Apple iPad > für iPad Pro 10,5\´´";"HA-T-105-ADB";"";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200113 200117 200121 200132 200141 200142 208116";"Zubehör"
"135642";"Artwizz NoCase, Schutzhülle für iPhone X/XS, transparent";"Das Artwizz NoCase ist sowohl ultradünn als auch sehr widerstandsfähig. Elastische Schutzhülle für das iPhone X/XS Bietet widerstandsfähigen Schutz vor Kratzern und Gebrauchsspuren Sehr flaches, transparentes Design Dünnes Design, starker Schutz Das elastische iPhone X/XS Schutzcase besteht aus dem besten TPU Material, das zurzeit verfügbar ist. Nur so wird eine optimale Verbindung von flachem Design und starkem Schutz ermöglicht. Dabei sorgt die besonders griffige Oberfläche für eine bessere";"19.99 EUR";"https://www.gravis.de/p/1/artwizz-nocase-schutzhuelle-fuer-iphone-x-xs-transparent_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-XS/Artwizz-NoCase-Schutzhuelle-fuer-iPhone-X-XS-transparent-135642.html?campaign=standard";28818509;"Taschen & Hüllen > für Apple iPhone > für iPhone XS";"6284-2550";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200114 200115 200117 200118 200121 200122 200123 200124 200125 200126 200128 200131 200132 200133 200134 200135 200136 200137 200141 200142 200143 200144 200145 200148 200152 200153 200156 200157 200158 200159 200162 200163 200164 200168 206141 208116 400000 400050";"Zubehör"
"134789";"Artwizz NoCase, Schutzhülle für iPhone XS Max, transparent";"Das Artwizz NoCase ist sowohl ultradünn als auch sehr widerstandsfähig. Elastische Schutzhülle für das iPhone XS Max Bietet widerstandsfähigen Schutz vor Kratzern und Gebrauchsspuren Sehr flaches, transparentes Design Dünnes Design, starker Schutz Das elastische iPhone XS Max Schutzcase besteht aus dem besten TPU Material, das zurzeit verfügbar ist. Nur so wird eine optimale Verbindung von flachem Design und starkem Schutz ermöglicht. Dabei sorgt die besonders griffige Oberfläche für eine";"19.99 EUR";"https://www.gravis.de/p/1/artwizz-nocase-schutzhuelle-fuer-iphone-xs-max-transparent_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-XS-Max/Artwizz-NoCase-Schutzhuelle-fuer-iPhone-XS-Max-transparent-134789.html?campaign=standard";28818510;"Taschen & Hüllen > für Apple iPhone > für iPhone XS Max";"4297-2445";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200114 200115 200117 200118 200121 200122 200123 200124 200126 200128 200131 200132 200133 200134 200135 200136 200137 200141 200142 200143 200144 200145 200148 200152 200153 200156 200157 200158 200159 200162 200163 200164 200168 206141 208116 400000 400050";"Zubehör"
"137166";"DJI Osmo Action Lade-Kit, Akkuladestation inkl. 2 Akkus, schwarz";"Ob im schönsten Actionabenteuer oder mitten im Filmdreh wenn Sie unter Strom stehen, ist es gut, wenn auch der Akku Ihrer Action-Cam schnell wieder aufgeladen ist. Das DJI Osmo Action Lade-Kit ist dafür die beste Ausstattung, denn es kann bis zu drei Akkus gleichzeitig laden. Damit haben Power-User jederzeit einen vollen Akku griffbereit. Akkuladestation inkl. zwei Akkus und Schutzhülle Mit zwei Osmo Action Akkus im Paket Zusätzlich zwei Osmo Action Akkuschutzhüllen Lädt bis zu drei Akkus";"88.99 EUR";"https://www.gravis.de/p/1/dji-osmo-action-lade-kit-akkuladestation-inkl-2-akkus-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Audio-und-Video/Kameras/Zubehoer/DJI-Osmo-Action-Lade-Kit-Akkuladestation-inkl-2-Akkus-schwarz-137166.html?campaign=standard";27744723;"Audio & Video > Kameras > Zubehör";"188237";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000 400050";"Standard"
"122981";"Zirkeltraining Ring plus AIR, Sleeve für iPad 9,7´´ (2018), Leder, braun-blau";"Ring plus L hat die Ring-Hülle von Zirkeltraining weiterentwickelt. Das Sleeve aus Sportgeräteleder auf der einen und Turnmatte auf der anderen Seite bewahrt Ihre mobilen Geräte, wie z.B. das iPad 9,7 2017/2018, stilvoll und individuell auf. Passgenaues Sleeve für das iPad 9,7 2017/2018 Handgefertigtes Unikat aus gebrauchtem Sportgeräteleder und Turnmatte Dekorative, weiße Naht Gefüttert mit schwarzem Filz Unikat aus Sportgeräteleder und Turnmatte Die Hüllen und Taschen des kleinen Herstellers";"69.99 EUR";"https://www.gravis.de/p/1/zirkeltraining-ring-plus-air-sleeve-fuer-ipad-air-leder-braun-blau_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPad/Zirkeltraining-Ring-plus-AIR-Sleeve-fuer-iPad-9-7-Zoll-2018-Leder-braun-blau-122981.html?campaign=standard";14618408;"Taschen & Hüllen > für Apple iPad";"030_AIR";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200122 400000";"Zubehör"
"131964";"Apple MacBook Air 13´´, i7 2,2 GHz, 8 GB RAM, 512 GB SSD, 2017";"Das 13 MacBook Air kommt mit 8 GB Arbeitsspeicher, einem Intel Core Prozessor der 5. Generation, Thunderbolt 2, großartigen integrierten Apps und Batterielaufzeit für den ganzen Tag. Es ist dünn, leicht und so robust, dass du es überallhin mitnehmen kannst und es hat genug Power für alles, was du dort machen möchtest. Dual-Core Intel Core i7 Prozessor Intel HD Graphics 6000 Schneller SSD Speicher 8 GB Arbeitsspeicher Zwei USB 3 Anschlüsse Thunderbolt 2 Anschluss SDXC Anschluss Bis zu 12 Stunden";"1779.00 EUR";"https://www.gravis.de/p/1/apple-macbook-air-1326quot-intel-i7-2-2-ghz-8-gb-ram-512-gb-ssd-2017_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Notebooks-und-Desktops/Apple-MacBook-Air/Apple-MacBook-Air-13-Zoll-i7-2-2-GHz-8-GB-RAM-512-GB-SSD-2017-131964.html?campaign=standard";14618586;"Notebooks & Desktops > Apple MacBook Air";"Z0UU1020/Z0UV101";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000";"Standard"
"131963";"Apple MacBook Air 13´´, i5 1,8 GHz, 8 GB RAM, 512 GB SSD, 2017";"Das 13 MacBook Air kommt mit 8 GB Arbeitsspeicher, einem Intel Core Prozessor der 5. Generation, Thunderbolt 2, großartigen integrierten Apps und Batterielaufzeit für den ganzen Tag. Es ist dünn, leicht und so robust, dass du es überallhin mitnehmen kannst und es hat genug Power für alles, was du dort machen möchtest. Dual-Core Intel Core i5 Prozessor Intel HD Graphics 6000 Schneller SSD Speicher 8 GB Arbeitsspeicher Zwei USB 3 Anschlüsse Thunderbolt 2 Anschluss SDXC Anschluss Bis zu 12 Stunden";"1529.00 EUR";"https://www.gravis.de/p/1/apple-macbook-air-1326quot-intel-i5-1-8-ghz-8-gb-ram-512-gb-ssd-2017_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Notebooks-und-Desktops/Apple-MacBook-Air/Apple-MacBook-Air-13-Zoll-i5-1-8-GHz-8-GB-RAM-512-GB-SSD-2017-131963.html?campaign=standard";14618586;"Notebooks & Desktops > Apple MacBook Air";"Z0UU-0020";"In Kürze lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200162";"Standard"
"131525";"Withings Body, Körperwaage, WLAN/Bluetooth, schwarz";"Gesundheit pur ââ mit der Withings Body. Die Withings Body misst mehr als nur Ihr KÂrpergewicht. Neben der Ermittlung Ihres BMI, zeigt Ihnen die smarte Waage auch Ihre AktivitÂten und das Wetter an. Durch die integrierte Position Control-Technologie wird Ihre KÂrperposition gemessen, um so eine optimale Gewichtskontrolle zu gewÂhrleisten. Bei jedem Wiegen, wird ein Gewichtsverlauf auf dem grafischen Display wiedergegeben. Mit dem integrierten Baby- und Schwangerschaftsmodus und den, bis zu 8";"58.99 EUR";"https://www.gravis.de/p/1/withings-body-koerperwaage-wlan-bluetooth-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/fuer-Apple-iPad/App-based-Zubehoer/Withings-Body-Koerperwaage-WLAN-Bluetooth-schwarz-131525.html?campaign=standard";16895988;"Zubehör > für Apple iPad > App-based-Zubehör";"WBS06BLACKALLINT";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200114 200117 200121 200122 200123 200124 200128 200131 200132 200133 200135 200136 200141 200142 200144 200145 200152 200153 200156 200159 200162 200163 200168 208116 400000 400050";"Zubehör"
